Group Code,PT Code,PR Code,School Name,Address,District,State,Pin Code,Phone,Email,Website,"Action
",Remark,Academic Year,Strength,Board Type,Session Start From,Minority Type,Saturday Status,Working Status 
,,PR18156,Samarth Dnyanpeeths Sahyadri Public School,Ap Waghalwadi Someshwarnagr Tal Baramati Dist Pune,Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18157,Samarth Gurukul,"At Bangarwadi Post Belhe, Taljunnar, Dist Pune",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18158,Samata International School,"At/Post - Kokamthan, Tal- Kopargaon, Dist- Ahmednagar, Maharashtra",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18159,Sameer World School,"Nira Road, Near Toll Naka, Baramati. , Taluka- Baramati Dist.-Pune",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18160,Sana International School,"Sha-Re-Zainab, Jamiya Colony, Brahmapuri,Opp Indian Oil Petrol Pump, Wajegaon By-Pass Road.",Nanded,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18161,Sandeepani International School,"Mudkhed Road, Near Kamtha Chowk , Gadegaon Tq Nanded Dist Nanded",Nanded,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18162,Sandipani School,Hazaripanad Friends Colony Amravati Katol Bye Pass Road Nagpur Maharashtra,Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18163,Jamuna Das Arya Kanya High school,"Purani Mandi, Saharanpur, Uttar Pradesh",Saharanpur,Uttar Pradesh,247001,8859414132,vinitaranikushwaha@gmail.com,,CBD,,,113,State Board,,,,
,,PR18164,Sanjay Ghodawat International School,"Gat No. 555, Sangli-Kolhapur Highway",Kolhapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18165,Sanjeevan Public School,"A/P. Somwar Peth, Panhala, Dist Kolhapur",Kolhapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18166,Sanjeewan Vidyalaya,Panchgani Satara Maharashtra - 412 805,Satara,Maharashtra,,02168 244241 / 243,principalcbsesvt@gmail.com,,Visit,,,,CBSE,,,,
,,PR18167,Sanjivani Academy,"Old Ghayagaon Road Nag- Mumbai Highway, Old Ghayagaon Road Nag- Mumbai Highway",Aurangabad,Maharashtra,423701,X,X,X,CBD,,,570,CBSE,,,,
,,PR18168,Sanjivani Academy,At&Post-Khirdiganesh Tal-Kopargaon Dist-Ahmednagar (Maharashtra),Aurangabad,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18169,Sanjivani International School,"Pimpalwadi Rui Shiv Road , At Pimpalwadi Shirdi",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18170,Sanjuba High School,"Mouza- Gonhi, Umrer Road, Bahadura, Nagpur, Maharashtra",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18171,Sanskar International School,"Amravati Road, Near Astamasidhi Temple, Paratwada, District Amravati 444805",Amravati,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18172,Sanskar Public School,"Shivai Nagar Circle,Shivai Nagar,Pokhran Rd No 1,Thane(W) 400606",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18173,Sanskar Public School,"Wadgaon Shinde Road, Lohegaon",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18174,Sanskar Vidya Sagar,"Nr. Krushi Utpanna Bazar Samiti, Bhivapur Road, Umrer",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18175,Sanskar Vidya Sagar,"Kdk College Of Engg. Campus, Nandanvan, Nagpur, Maharashtra",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18176,Sanskriti School,Undir Taluka Haveli District Pune,Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18177,Sanskriti School,Wagholi Taluka Haveli District Pune,Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18178,Sanskriti School,"Gat No - 1164, Village - Lavale",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18179,"Sanskruti Foundation, Rahuri",A/P Rahuri Tal. Rahuri Dist. Ahmednagar,Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18180,Sanskruti World School,"Sanskruti World School At Lalonde, Post- Nihe, Chilhar - Boisar Midc Road , Near Adhikari Lifeline Hospital, Tal & Dist- Palghar -401 404",Palghar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18181,"Sant Chavara School, Salod(H), Wardha","Opp. Neri Punarvasan, Salod(Hi), Wardha",Wardha,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
GS0091,,PR18182,Sant Janardhan Swami Mounagiri Maharaj Maharishi Vidya Mandir,Kokamthan Tal Kopargaon Ahmed Nagar Maharashtra,Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18183,Santhome Public School,"Plot No270,Kanakia Road, Mira Road, East, Bahayander, Thane",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18184,Saoner Public School,Gujarkhedi Nagpur Road Saoner,Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18185,Saptagiri Podar Learn School,"Gut No-709, Hottal Road, Deglur",Nanded,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18186,Saraswat Central Public School,At Ajani,Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18187,"Saraswati Global School, Kadepur","A/P- Kadepur, Taluka-Kadegaon, Dist- Sangli",Sangli,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18188,Saraswati Vishwa - Vidyalaya National School,"Gat No - 169, Ganesh Nagar, Talawade Nigdi Maval Pune",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18189,PRIYADARSHANI INTERNATIONAL SCHOOL,OPPOSITE SMBT CAMPUS BHARVIR KHURD,Nashik,Maharashtra,,x,x,x,Internet,,,,,,,,
,,PR18190,Sayardevi Bohra Central School,"Near Mseb Sub-Station,, Dhule Road, Mangrul",Jalgaon,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18191,Scholars Convent,"Central Bazar Road, Opp. Krushi Kunj, Ramdaspeth, Nagpur",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18192,Scholars Convent,"Near Dasara Maidan, Badnera Road, Amravati",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18193,Scholars Valley School,"At & Post Devlai, Satara Parisar, Dist. Aurangabad",Aurangabad,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18194,School Of Scholars,"Survey No. 212/1/2 & 231/3, Mouza Khokarla, Khat Road, Bhandara",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,Yes
,,PR18195,School Of Scholars,"Mouja Pimpalgaon, Tah. Hinganghat, Dist. Wardha",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18196,School Of Scholars,"Hudkeshwar, Nagpur",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18197,School Of Scholars,"Beltarodi, Tal. & Distt Nagpur",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18198,School Of Scholars,At Ycce Campus Wanadongri Tal Hingna Distt Nagpur Maharashtra,Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18199,School Of Scholars,"Mouza Mimbora (Khurd), Near Sipna Engg. College, Badnera Road, Teh & Distt. Amravati",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18200,School Of Scholars,"Survey No. 477/1/A, Mouja Warud, Tah. Warud, Dist. Amravati",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18201,School Of Scholars,"Mouja Duttapur, Tal. Dhamangaon (Railway, Dist. Amravati",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18202,"School Of Scholars, Wardha",At Sawangi (Meghe) Tahsil & Distt Wardha,Wardha,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18203,Seetai Pride School,Sunderwadi Zalta Chowk Jalna Road Aurangabad,Aurangabad,Maharashtra,,X,X,X,Internet,,,300,CBSE,,,,
,,PR18204,Seth Hirachand Mutha School,"Adharwadi Jail Road, Umbarade Gaon, Kolivali, Kalyan(W), Thane, Maharashtra-421 301",Thane,Maharashtra,421301,"9004735524
9004735579","shmutha@hotmail.com
enquiry@shmschool.in",shmschool.in,Visit,,,,CBSE,,,,
,,PR18205,Sevasadan English Medium School,"1410, Patwardhan Baug, Erandawane, Survey No. 8 & 13, Near Vakil Nagar",Pune,Maharashtra,,902 889 6417,info@sevasadanschool.in,sevasadanschool.in,Visit,,,1540,CBSE,,,,
,,PR18206,Seven Square Academy,"Tivri Road, Near Star City, Juchandra, Naigaon (E)",Palghar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18207,Seven Square Academy,"Ideal Park, Deepak Hospital Lane, Mira Bhayandar Cross Road, Mira Road East, Thane-401107",Palghar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18208,Shakuntal School For Excellence,"Malegaon Road, Pasadgaon",Nanded,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18209,Shamit School,"Shamit Octozone, Nakshatrawadi, Aurangabad",Aurangabad,Maharashtra,,X,X,X,Internet,,,300,CBSE,,,,Yes
,,PR18210,Shangrila English High School,"At.Sangam, Post. Waddhamna, Tq. Hingna",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18211,Shantiniketan Public School,"Sector 2, Plot No. 27, New Panvel, Distt Raigad.",Raigarh,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18212,Sheth Vidya Mandir,"Vasant Nagri, Vasai (E), Thane, Maharashtra",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18213,Shirinbai Neterwala School,Maneck Nagar Post Box No.2 Tumsar Bhandara Dist. Maharashtra,Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18214,Shiva Valley School,"Gat No-419/1, Deulgaon Gada, Supa Road.",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18215,"Shivaji English Medium School, Saswad",Near Trishul Hou.Soc.Saswad,Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18216,Shivajirao Nagawade Daffodils School Shrigonda,"Abalajinagar, P Shrigonda, Dist Ahmednagar",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18217,Shivneri School,"Khanapur, Tal. Junnar, Distt Pune, Maharashtra",Pune,Maharashtra,,02132-295005,info@shivnerischool.com,,Visit,,,,CBSE,,,,
,,PR18218,Shivratna School,"Yeshwantnagar-Post, Malshiras-Tal, Solapur-Dist.",Solapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18219,Shraddha Public School,"Opposite Navodaya Vidyalaya Sangaon Road, Kagal",Kolhapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18220,Shree Eknathrao Khadse Talent School,Near Khadse Farms,Jalgaon,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18221,Shree Shardeya Gurukul Public School,"Surli Road, Tembhurni, Tal Madha, Dist Solapur.",Solapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18222,Shree Swaminarayan English Medium School,At Post Savda Tal Raver Dist Jalgaon,Jalgaon,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18223,Shree Swaminarayan Gurukul International School,"Bhandara Rd., Opp. Murli Paper Mill, Po. Wadoda",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18224,Shree Swaminarayan Gurukul International School,"Akkalkot Road, Po. Kumbhari,",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18225,Shree Swaminarayan Gurukul International School,"Nh-4, Kandroli Village, Asarevadi Road, Chowk Post, Khalapur Taluqa, Raigad Dist., Pin-410206, Maharashtra",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18226,Shri A.B. Patil English School,"Inam Dhamni Kolhapur Road, Sangli",Sangli,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18227,Shri Balaji Public School,"A/P Takawade, Tal- Shirol, Dist- Kolhapur",Kolhapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18228,Shri Balasaheb Wani Central School,"Ganegaon, Rahuri, Ahmednagar, Maharashtra",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18229,Shri Halari Visa Oshwal English Academy,"Kamatghar Anjurfata, Bhiwandi",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18230,Shri Harshad C Valia International School,Cosmopolitan Education Society Road D N Nagar Andheri West,Mumbai,Maharashtra,,X,X,X,Visit,,,,CBSE,,,,
,,PR18231,Shri Parshwa Pradnyalaya,Dnyan Sanskar Mandir Old Mumbai Pune High Way Near Crpf Talegaon Dabhade Maharashtra,Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18232,"Shri S. T. Kadam Vidyalaya, Palghar","Palghar Boisar Road, Taluka - Palghar",Palghar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18233,Shri Vasantrao Davkhare Memorial School,"S. No. 60, Plot No.6, Village Pimpale Jagtap, Chakan-Shikrapur Road, Taluka - Shirur, District - Pune",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18234,Shrinivas Public School,C/O Lad College Campus Seminary Hills Nagpur,Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18235,Shriram Academy,"A/P Bhairavnathnagar (Gondhawani), Dighi Road, Shrirampur 413 709.",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18236,Siddhant International School,"At Post-Sudumbare,Tal-Maval,Dist-Pune",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18237,Siddharth Public School Jath,"Valasang Road, Tangadi Mala Jath. Tal Jath",Sangli,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18238,Silver Oak Academy,"Silver Oak Academy Gat No.461/ 462 Pimpalwadi Road,Shirdi Tal Rahata Dist Ahmednagar",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18239,Silver Oak International School,"Bhapsi (Seo), Tarna Road, Umred",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18240,Sinhgad City School,"S. No.50/1, Samgir Plot Tilekar Nagar Kondhwa- Saswad Road, Kondhwa Bk), Pune",Pune,Maharashtra,,X,X,X,Visit,,,2500,CBSE,,,,Yes
,,PR18241,Sinhgad Public School,Lonavala Pune Maharashtra,Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18242,Sinhgad Public School,"Pandharpur-Karad Road, Korti",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18243,Sinhgad Public School,"Pune-Sholapur Road, Opp. Sholapur University.",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18244,Sinhgad Public School,"Gat No. 273/2/A, Kamlapur, Tal. Sangola Dist. Solapur, Pin Code413307",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18245,Sinhgad Spring Dale Public School,"44/1, Vadgaon (Bk.), Off Sinhgad Road",Pune,Maharashtra,,x,x,x,No Visit,,,,CBSE,,,,
,,PR18246,Sinhgad Spring Dale School,"S. No. 10 Hissa No.1, Ambegaon(Bk.), Pune",Pune,Maharashtra,411041,X,X,X,Visit,,,"10,000",CBSE,,,,
,,PR18247,Skywards International School,At- Po Pimpalgaon/S Samewada Road,Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18248,"Smt. Prayag Karad English Medium High School,","Industrial Estate No.3, Latur Road, Jamgaon(A) Tal. Barshi. Dist. Solapur.",Solapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18249,Smt. Taramai Vartak Memorial Academy,"Near Paanch Payari, Naringi,",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18250,PERIWINKLE ENG. MED. SCHOOL PIRANGUT,"PIRANGUT CAMP, TAL - DIST : MULSHI",Pune,Maharashtra,,X,X,X,,,,,,,,,
,,PR18251,,,x,,,X,,,,,,,,,,,
,,PR18252,Sweet Home School,"62, Govind Nagar Rd, Govind Nagar,",Kanpur,Uttar Pradesh,208006,x,x,x,Visit,,,,,,,,
,,PR18253,"Somalwar School, Maa Umiya Branch","Kapsi (Khurd),Pardi,Bhandara Road",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,PT2390,PR18254,"Somalwar School, Waddhamna","Khasra No. 80, Waddhamna, Amravati Road,",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18255,"Sou Vijayadevi Yadav English Medium School, Peth Vadgaon","Near Municipal Council, Distt Kolhapur, Maharashtra",Kolhapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18256,Sparkle Kids International School,"Nalasopara (W), Vasai",Palghar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18257,"Chothu Ram Public School, Bhaktawarpur","Main Road, opp. Bank of India, Bakhtawarpur",North West,Delhi,110036,x,x,x,Visit,,,1100,,,,,
,,PR18258,Spm Public English Medium School,Spm Public English Medium School S P College Campus Pune 30,Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
GS0054,,PR18259,Sri Chaitanya Techno School,Sr No 267 1 264 2 263 3 Near Crystal Honda Showroom Mumbai Pune Highway Bavdhan Bk,Pune,Maharashtra,,040 71045047,x,,Visit,,,1000+,CBSE,,,,
GS0054,,PR18260,Sri Chaitanya Techno School Wagholi Pune,"Sri Chaitanya Techno School, Konark Orchid,Gate No.905,906,926,1085, Opp Satav Enterprises,Besides Seema Warehouse,Kesnand Road,Wagholi,Pune",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18261,Sri Sais New Generation Innovative School,"4269 Shivnagar (Dhangar Mal), Ganganagar Post",Kolhapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18262,Sri Sri Ravishankar Vidya Mandir,"Forest Trails Township, Matalwadi Road, Near Manas Lake Mouje- Bhugaon, Tal-Mulshi",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18263,Sri Sri Ravishankar Vidya Mandir English Medium School,"Near Siddhakala Hospital, Devgaon Road, Sangamner Kd, Tal. Sangamner, Dist. Ahmednagar",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18264,Sri. Sureshchand B.Sanghvi International School,Utran. Gh. Tal. Erandol. Dist. Jalgaon,Jalgaon,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18265,Ssl English School,"N.M. Joshi Vidya Sankul, Mafatlal Building, 1st Floor, Damodar Natya Griha Parisar, Dr. Ambedkar Marg, Parel, Mumbai-400012.",Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18266,Sspm's Sri Sri Ravishankar Vidya Mandir,"Cts-559-C/1, Near Raheja Estate, Kulupwadi, Borivali(East)",Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
GS0052,,PR18267,Ssvss Orchids The International School,"Plot No. 6a, Kopari, Mafco Road, Sector 26, Beside Swami Vivekanand School, Vashi, Navi Mumbai, Maharashtra - 400703",Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18268,St Johns Public School,Behind St Johns High School Mohan Nagar,Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18269,St Joseph High School,Plot No 8 Sector 7 New Panvel Navi Mumbai Distt Raigad Maharshtra,Raigarh,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18270,St Michael's School,"Ralli Villa, Sholapur Road, Ahmednagar, Maharashtra Pin Code 414001",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18271,St Vincent Pallotti School,Pallotti Nagar Anand Nagpur P B No 18 Nagpur Maharashtra,Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18272,St Xavier's High School,X 21 Midc Hingna Road Nagpur Maharashtra,Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18273,St. Arnolds Central School,"Svd Campus, Near Sun City, Wadgaonsheri, Pune",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
CS-26,,PR18274,St. Francis Assisi School,"Plot No.162/2, Rajurwadi P.O Udasa Umred, Plot No.162/2, Rajurwadi P.O Udasa Umred",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18275,St. Francis De Sales English Medium School Nimkheda,"Nimkheda, Tal. Mouda, Nagpur",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18276,St. Francis De Sales Sr. Sec. School,"Sfs Square, New Town Badnera Amravati 444701",Amravati,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18277,St. John International School,"St. John Educational Campus, Vevoor, Manor Road, Palghar(E),Dist. Palghar",Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18278,St. John's High School,"Hinganghat, Dist Wardha.",Wardha,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18279,St. Joseph English Medium School,"Ramling Road, Shirur,",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
CS-26,,PR18280,"St. Joseph School, Godhani","Pitesur Road, Godhani, Nagpur.",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18281,St. Joseph's Convent School,Suog Colony Jalgaon,Jalgaon,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
CS-26,,PR18282,St. Joseph's Convent Senior Secondery School,"Chicholi Village, Katol Road, Fetri Post,",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18283,St. Josephs English Medium School,"Saswad, Khalad, Pune.",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18284,St. Josephs High School,"X-6, Milap Nagar, M.I.D.C. Dombivli (East)",Thane,Maharashtra,,X,X,X,Visit,,,,CBSE,,,,
,,PR18285,St. Lawrence International School,"St. Lawrence International School, Umbarda Rd., Kolivali",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18286,St. Marys School Bhandara,"St. Marys Nagar, Khat Road, Bhandara",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18287,St. Paul Public School,"Khasra No. 15, Dhamna, Tahsil & Dist. Nagpur",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18288,St. Rossellos School,"Mathni Post, Mouda Teh. Nagpur Dist. Maharashtra",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18289,St. Thomas Public School,Survey No. 330 Kalmeshwar Bypass Katol Road Ghorad,Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18290,St. Thomas School,Runde,Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
CS-26,,PR18291,St. Vincent Pallotti School,"Pallotti Avenue, Besa-Pipla Road,",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
CS-26,,PR18292,St. Vincent Pallotti School,"Opp. Indian Oil Petrol Pump, Kamptee-Kalamana Road",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
CS-26,,PR18293,St. Vincent Pallotti School,"Vishwadeep Society, Reeswadi, Mohopada",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18294,St. Wilfred Education School,"Shedung Toll Naka, Opp. Aayush Resort, Bombay Puna Highway, Panvel",Raigarh,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18295,"St. Xaviers Cathedral School, Amravati","Bishops House Campus, Amravati Camp,",Amravati,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18296,"St. Xaviers Global Academy,","Rai Master Campus,Chitalsar Manpada, Thane West",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18297,St. Xavier's High School,"22 Middle Ring Road Wardhaman Nagar, Distt Nagpur Maharashtra",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18298,St.Anns School,"Ranala, Khaperkheda Village, Dahegaon Road, Nagpur Dist. Maharashtra Pin - 441113",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18299,St.Gianelli Convent School,"St. Gianelli Convent School Gumthala Road Ajani Village, Kamptee Nagpur . Post Pipri Kanhan 441001",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18300,St.Joseph Convent School,"Bilakhed,Belganga(Via) Jalgaon, Maharashtra",Jalgaon,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18301,Stepping Stones High School,"Gut No 48 Harsul Sawangi Jalgaon Road, Distt Aurangabad, Maharashtra",Aurangabad,Maharashtra,431008,X,X,X,CBD,,,1600,CBSE,,,,
,,PR18302,Strawberry English Medium School,"Opp, Sugar Factory Gate, Velhale Villagerd ,Ghulewadi,Sangamner",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18303,Sunny's Spring Dale School,"Krishna Nagari, Khat Road, Bhandara,",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18304,Sunrise English Medium School,"Nagorli Road, Tembhurni Talmadha Dist Solapur - 413211",Solapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18305,Sunshine English Medium School,"At/Post Khatav, Tal. Khatav, Distt Satara",Satara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18306,Suryadatta National School,"Wing A,S.No. 342, Patil Nagar,Near Dsk Ranwara, Chandani Chowk - Pashan Road,Bavdhan (Bk)",Pune,Maharashtra,411021,"8956938604 , 8956932413","principal.sns@suryadatta.edu.in
support@suryadatta.edu.in",www.suryadattaschool.org,Visit,,,,CBSE,,,,
,,PR18307,Suyash Central School,"Bijapur Road, Near Srp Camp, Sholapur",Solapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,Yes
,,PR18308,Swami Vivekanand Academy,"Pune-Sholapur Road, In-Front Of Sakhare Petrol Pump,",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18309,Swami Vivekanand International School,"Near Chinmay Mission, Canal Road, Pawnar",Wardha,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
